file ,QC,QS , ret 
SEQ00085_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00086_L00010_R00000_LEN000000001000.nexus,0.942857142857143,0.891891891891892,1
SEQ00086_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00086_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00086_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00087_L00010_R00003_LEN000000001000.nexus,0.928571428571429,0.866666666666667,3
SEQ00087_L00010_R00003_LEN000000010000.nexus,0.928571428571429,0.866666666666667,3
SEQ00087_L00010_R00003_LEN000000100000.nexus,0.871428571428571,0.772151898734177,3
SEQ00087_L00010_R00003_LEN000001000000.nexus,0.928571428571429,0.866666666666667,3
SEQ00088_L00010_R00003_LEN000000001000.nexus,0.833333333333333,0.714285714285714,2
SEQ00088_L00010_R00003_LEN000000010000.nexus,0.866666666666667,0.764705882352941,3
SEQ00088_L00010_R00003_LEN000000100000.nexus,0.866666666666667,0.764705882352941,3
SEQ00088_L00010_R00003_LEN000001000000.nexus,0.866666666666667,0.764705882352941,3
SEQ00089_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00089_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00089_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00089_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00090_L00010_R00003_LEN000000001000.nexus,0.861904761904762,0.757322175732218,3
SEQ00090_L00010_R00003_LEN000000010000.nexus,0.895238095238095,0.810344827586207,3
SEQ00090_L00010_R00003_LEN000000100000.nexus,0.895238095238095,0.810344827586207,3
SEQ00090_L00010_R00003_LEN000001000000.nexus,0.895238095238095,0.810344827586207,3
SEQ00091_L00010_R00003_LEN000000001000.nexus,0.871428571428571,0.772151898734177,3
SEQ00091_L00010_R00003_LEN000000010000.nexus,0.8,0.666666666666667,3
SEQ00091_L00010_R00003_LEN000000100000.nexus,0.8,0.666666666666667,3
SEQ00091_L00010_R00003_LEN000001000000.nexus,0.8,0.666666666666667,3
SEQ00092_L00010_R00003_LEN000000001000.nexus,0.833333333333333,0.714285714285714,0
SEQ00092_L00010_R00003_LEN000000010000.nexus,1,1,3
SEQ00092_L00010_R00003_LEN000000100000.nexus,1,1,3
SEQ00092_L00010_R00003_LEN000001000000.nexus,1,1,3
SEQ00093_L00010_R00003_LEN000000001000.nexus,0.661904761904762,0.494661921708185,2
SEQ00093_L00010_R00003_LEN000000010000.nexus,0.704761904761905,0.544117647058824,2
SEQ00093_L00010_R00003_LEN000000100000.nexus,0.704761904761905,0.544117647058824,2
SEQ00093_L00010_R00003_LEN000001000000.nexus,0.704761904761905,0.544117647058824,2
SEQ00094_L00010_R00002_LEN000000001000.nexus,0.80952380952381,0.68,3
SEQ00094_L00010_R00002_LEN000000010000.nexus,0.80952380952381,0.68,3
SEQ00094_L00010_R00002_LEN000000100000.nexus,0.866666666666667,0.764705882352941,3
SEQ00094_L00010_R00002_LEN000001000000.nexus,0.866666666666667,0.764705882352941,3
SEQ00095_L00010_R00003_LEN000000001000.nexus,0.923809523809524,0.858407079646018,3
SEQ00095_L00010_R00003_LEN000000010000.nexus,0.942857142857143,0.891891891891892,3
SEQ00095_L00010_R00003_LEN000000100000.nexus,0.942857142857143,0.891891891891892,3
SEQ00095_L00010_R00003_LEN000001000000.nexus,0.90952380952381,0.834061135371179,3
SEQ00096_L00010_R00002_LEN000000001000.nexus,1,1,2
SEQ00096_L00010_R00002_LEN000000010000.nexus,0.966666666666667,0.935483870967742,2
SEQ00096_L00010_R00002_LEN000000100000.nexus,0.966666666666667,0.935483870967742,2
SEQ00096_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00097_L00010_R00003_LEN000000001000.nexus,0.838095238095238,0.721311475409836,1
SEQ00097_L00010_R00003_LEN000000010000.nexus,0.838095238095238,0.721311475409836,2
SEQ00097_L00010_R00003_LEN000000100000.nexus,0.838095238095238,0.721311475409836,2
SEQ00097_L00010_R00003_LEN000001000000.nexus,0.838095238095238,0.721311475409836,2
SEQ00098_L00010_R00002_LEN000000001000.nexus,0.895238095238095,0.810344827586207,2
SEQ00098_L00010_R00002_LEN000000010000.nexus,0.928571428571429,0.866666666666667,2
SEQ00098_L00010_R00002_LEN000000100000.nexus,0.895238095238095,0.810344827586207,2
SEQ00098_L00010_R00002_LEN000001000000.nexus,0.928571428571429,0.866666666666667,2
SEQ00099_L00010_R00002_LEN000000001000.nexus,0.871428571428571,0.772151898734177,2
SEQ00099_L00010_R00002_LEN000000010000.nexus,0.942857142857143,0.891891891891892,2
SEQ00099_L00010_R00002_LEN000000100000.nexus,0.871428571428571,0.772151898734177,2
SEQ00099_L00010_R00002_LEN000001000000.nexus,0.871428571428571,0.772151898734177,2
SEQ00100_L00010_R00003_LEN000000001000.nexus,0.966666666666667,0.935483870967742,2
SEQ00100_L00010_R00003_LEN000000010000.nexus,0.866666666666667,0.764705882352941,3
SEQ00100_L00010_R00003_LEN000000100000.nexus,0.866666666666667,0.764705882352941,3
SEQ00100_L00010_R00003_LEN000001000000.nexus,0.866666666666667,0.764705882352941,3
SEQ00101_L00015_R00005_LEN000000001000.nexus,0.874725274725275,0.77734375,3
SEQ00101_L00015_R00005_LEN000000010000.nexus,0.931135531135531,0.871144619602468,5
SEQ00101_L00015_R00005_LEN000000100000.nexus,0.874725274725275,0.77734375,6
SEQ00101_L00015_R00005_LEN000001000000.nexus,0.874725274725275,0.77734375,6
SEQ00102_L00015_R00002_LEN000000001000.nexus,0.931135531135531,0.871144619602468,3
SEQ00102_L00015_R00002_LEN000000010000.nexus,0.953113553113553,0.910426871938419,2
SEQ00102_L00015_R00002_LEN000000100000.nexus,0.953113553113553,0.910426871938419,2
SEQ00102_L00015_R00002_LEN000001000000.nexus,0.953113553113553,0.910426871938419,2
SEQ00103_L00015_R00001_LEN000000001000.nexus,0.897435897435898,0.813953488372093,1
SEQ00103_L00015_R00001_LEN000000010000.nexus,0.923809523809524,0.858407079646018,1
SEQ00103_L00015_R00001_LEN000000100000.nexus,0.923809523809524,0.858407079646018,1
SEQ00103_L00015_R00001_LEN000001000000.nexus,0.923809523809524,0.858407079646018,1
SEQ00104_L00015_R00000_LEN000000001000.nexus,1,1,0
SEQ00104_L00015_R00000_LEN000000010000.nexus,1,1,0
SEQ00104_L00015_R00000_LEN000000100000.nexus,1,1,0
SEQ00104_L00015_R00000_LEN000001000000.nexus,1,1,0
SEQ00105_L00015_R00004_LEN000000001000.nexus,0.768498168498169,0.624033313503867,5
SEQ00105_L00015_R00004_LEN000000010000.nexus,0.953113553113553,0.910426871938419,4
SEQ00105_L00015_R00004_LEN000000100000.nexus,0.953113553113553,0.910426871938419,4
SEQ00105_L00015_R00004_LEN000001000000.nexus,0.969230769230769,0.940298507462687,4
SEQ00106_L00015_R00004_LEN000000001000.nexus,0.885714285714286,0.794871794871795,4
SEQ00106_L00015_R00004_LEN000000010000.nexus,0.863736263736264,0.760154738878143,4
SEQ00106_L00015_R00004_LEN000000100000.nexus,0.894505494505495,0.809145129224652,3
SEQ00106_L00015_R00004_LEN000001000000.nexus,0.894505494505495,0.809145129224652,4
SEQ00107_L00015_R00002_LEN000000001000.nexus,0.991208791208791,0.982570806100218,1
SEQ00107_L00015_R00002_LEN000000010000.nexus,0.969230769230769,0.940298507462687,2
SEQ00107_L00015_R00002_LEN000000100000.nexus,0.969230769230769,0.940298507462687,2
SEQ00107_L00015_R00002_LEN000001000000.nexus,0.969230769230769,0.940298507462687,2
SEQ00108_L00015_R00004_LEN000000001000.nexus,0.917948717948718,0.848341232227488,3
SEQ00108_L00015_R00004_LEN000000010000.nexus,0.934065934065934,0.876288659793814,4
SEQ00108_L00015_R00004_LEN000000100000.nexus,0.942857142857143,0.891891891891892,4
SEQ00108_L00015_R00004_LEN000001000000.nexus,0.917948717948718,0.848341232227488,4
SEQ00109_L00015_R00002_LEN000000001000.nexus,0.818315018315018,0.692498450092995,3
SEQ00109_L00015_R00002_LEN000000010000.nexus,0.835897435897436,0.718061674008811,2
SEQ00109_L00015_R00002_LEN000000100000.nexus,0.875457875457876,0.778501628664495,2
SEQ00109_L00015_R00002_LEN000001000000.nexus,0.835897435897436,0.718061674008811,2
SEQ00110_L00015_R00000_LEN000000001000.nexus,0.960439560439561,0.923890063424947,1
